id_vendedor;referencia;ajuste_devedor_contabil;compensacao_contabil;saldo_contabil_acumulado
174;01/12/2015;0;0;4976,18
174;01/01/2016;0;365,5;4610,68
174;01/02/2016;1592,46;0;6203,14
174;01/03/2016;0;0;6203,14
174;01/04/2016;0;959,48;5243,66
174;01/05/2016;1056,06;687,4;5612,32
174;01/06/2016;0;0;5612,32
174;01/07/2016;0;441,99;5170,33
174;01/08/2016;1220,56;0;6390,89
174;01/09/2016;0;489,23;5901,66
174;01/10/2016;0;1294,56;4607,1
174;01/11/2016;0;1131,32;3475,78
174;01/12/2016;0;0;3475,78
174;01/01/2017;1026,86;0;4502,64
174;01/02/2017;98,2;0;4600,84
174;01/03/2017;0;1109,52;3491,32
174;01/04/2017;296,95;0;3788,27
174;01/05/2017;0;256,91;3531,36
174;01/06/2017;0;1052,01;2479,35
174;01/07/2017;2142,49;634,24;3987,6
174;01/08/2017;1623,71;0;5611,31
174;01/09/2017;0;1374,63;4236,68
174;01/10/2017;2704,08;1582,93;5357,83
174;01/11/2017;291,53;0;5649,36
174;01/12/2017;0;0;5649,36
174;01/01/2018;0;563,38;5085,98
174;01/02/2018;898,88;0;5984,86
174;01/03/2018;503,59;1598,52;4889,93
174;01/04/2018;0;569,69;4320,24
174;01/05/2018;0;775,62;3544,62
174;01/06/2018;794,89;536,71;3802,8
174;01/07/2018;940,51;0;4743,31
174;01/08/2018;1683,08;0;6426,39
174;01/09/2018;15,48;0;6441,87
174;01/10/2018;1605,14;1054,08;6992,93
174;01/11/2018;1997,01;225,02;8764,92
174;01/12/2018;0;0;8764,92
174;01/01/2019;0;1608,8;7156,12
174;01/02/2019;152,87;1019,73;6289,26
174;01/03/2019;470,94;155,34;6604,86
174;01/04/2019;20,46;1332,27;5293,05
174;01/05/2019;939,52;0;6232,57
174;01/06/2019;0;0;6232,57
174;01/07/2019;801,2;1234,14;5799,63
174;01/08/2019;0;765,26;5034,37
174;01/09/2019;0;829,49;4204,88
174;01/10/2019;0;1315,07;2889,81
174;01/11/2019;1457,82;0;4347,63
174;01/12/2019;1912,83;518,56;5741,9
174;01/01/2020;584,15;1250,48;5075,57
174;01/02/2020;1667,84;0;6743,41
174;01/03/2020;0;951,34;5792,07
174;01/04/2020;0;0;5792,07
174;01/05/2020;595,08;974,53;5412,62
174;01/06/2020;0;0;5412,62
174;01/07/2020;364,33;705,43;5071,52
174;01/08/2020;0;654,67;4416,85
174;01/09/2020;1184,38;849,09;4752,14
174;01/10/2020;0;705,58;4046,56
174;01/11/2020;885,9;0;4932,46
174;01/12/2020;0;0;4932,46
174;01/01/2021;0;217,31;4715,15
174;01/02/2021;1061,46;0;5776,61
174;01/03/2021;0;0;5776,61
174;01/04/2021;0;0;5776,61
174;01/05/2021;1281,64;393,46;6664,79
174;01/06/2021;728,05;0;7392,84
174;01/07/2021;0;430,01;6962,83
174;01/08/2021;0;0;6962,83
174;01/09/2021;0;0;6962,83
174;01/10/2021;0;843,97;6118,86
174;01/11/2021;0;1069,93;5048,93
174;01/12/2021;0;0;5048,93
174;01/01/2022;1399,82;1298,6;5150,15
174;01/02/2022;1411,47;1242,53;5319,09
174;01/03/2022;0;0;5319,09
174;01/04/2022;0;622,56;4696,53
174;01/05/2022;0;941,56;3754,97
174;01/06/2022;1474,75;0;5229,72
174;01/07/2022;0;0;5229,72
174;01/08/2022;0;611,93;4617,79
174;01/09/2022;334,16;0;4951,95
174;01/10/2022;1009,76;0;5961,71
174;01/11/2022;0;661,88;5299,83
174;01/12/2022;25,44;0;5325,27
174;01/01/2023;115,77;0;5441,04
174;01/02/2023;0;721,72;4719,32
174;01/03/2023;573,47;904,74;4388,05
174;01/04/2023;0;37,53;4350,52
174;01/05/2023;930,61;1414,71;3866,42
174;01/06/2023;0;0;3866,42
174;01/07/2023;0;0;3866,42
174;01/08/2023;769,96;0;4636,38
174;01/09/2023;1493,24;344,12;5785,5
174;01/10/2023;674,06;319,58;6139,98
174;01/11/2023;576,81;0;6716,79
174;01/12/2023;0;0;6716,79
174;01/01/2024;0;627,34;6089,45
174;01/02/2024;1187,03;529,59;6746,89
174;01/03/2024;294,37;350,61;6690,65
174;01/04/2024;0;0;6690,65
174;01/05/2024;2088,32;0;8778,97
174;01/06/2024;0;0;8778,97
174;01/07/2024;0;921,23;7857,74
174;01/08/2024;2212,16;1383,86;8686,04
174;01/09/2024;556,83;0;9242,87
174;01/10/2024;0;132,54;9110,33
174;01/11/2024;1480,08;1406,02;9184,39
174;01/12/2024;0;1337,27;7847,12
174;01/01/2025;323,76;0;8170,88
174;01/02/2025;0;627,15;7543,73
174;01/03/2025;1607,92;278,51;8873,14
174;01/04/2025;320,12;0;9193,26
174;01/05/2025;1849,04;0;11042,3
174;01/06/2025;1174,71;0;12217,01
174;01/07/2025;0;0;12217,01
174;01/08/2025;0;1417,88;10799,13
174;01/09/2025;0;0;10799,13
174;01/10/2025;1108,62;774,3;11133,45
174;01/11/2025;1505,24;0;12638,69
174;01/12/2025;0;1164,76;11473,93
175;01/01/2014;0;0;0
175;01/02/2014;0;0;0
175;01/03/2014;0;0;0
175;01/04/2014;113,3;552,3;-439
175;01/05/2014;0;0;-439
175;01/06/2014;0;0;-439
175;01/07/2014;0;0;-439
175;01/08/2014;633,59;459,17;-264,58
175;01/09/2014;296,81;27,44;4,79
175;01/10/2014;1019,4;0;1024,19
175;01/11/2014;2355,4;1173,39;2206,2
175;01/12/2014;1486,84;1006,47;2686,57
175;01/01/2015;0;178,33;2508,24
175;01/02/2015;0;153,75;2354,49
175;01/03/2015;0;699,55;1654,94
175;01/04/2015;426,69;0;2081,63
175;01/05/2015;0;568,04;1513,59
175;01/06/2015;0;1513,59;0
175;01/07/2015;0;0;0
175;01/08/2015;1252,31;1252,31;0
175;01/09/2015;2600,89;0;2600,89
175;01/10/2015;0;154,46;2446,43
175;01/11/2015;288,56;2116,74;618,25
175;01/12/2015;0;0;618,25
175;01/01/2016;0;36,35;581,9
175;01/02/2016;1131,62;1713,52;0
175;01/03/2016;469,44;431,73;37,71
175;01/04/2016;1938,56;843,56;1132,71
175;01/05/2016;0;1303,69;-170,98
175;01/06/2016;0;0;-170,98
175;01/07/2016;0;0;-170,98
175;01/08/2016;1431,71;652,86;607,87
175;01/09/2016;0;0;607,87
175;01/10/2016;1570,29;0;2178,16
175;01/11/2016;932,73;0;3110,89
175;01/12/2016;0;2100,26;1010,63
175;01/01/2017;0;0;1010,63
175;01/02/2017;0;374,94;635,69
175;01/03/2017;806,09;638,43;803,35
175;01/04/2017;0;0;803,35
175;01/05/2017;0;0;803,35
175;01/06/2017;2417,35;1815,38;1405,32
175;01/07/2017;617,84;2371,45;-348,29
175;01/08/2017;53,9;0;-294,39
175;01/09/2017;0;0;-294,39
175;01/10/2017;0;0;-294,39
175;01/11/2017;1174,33;0;879,94
175;01/12/2017;0;0;879,94
175;01/01/2018;1557,96;1028,41;1409,49
175;01/02/2018;0;136,82;1272,67
175;01/03/2018;0;0;1272,67
175;01/04/2018;0;966,67;306
175;01/05/2018;752,54;0;1058,54
175;01/06/2018;1158,9;722,86;1494,58
175;01/07/2018;256,78;1725,8;25,56
175;01/08/2018;213,38;0;238,94
175;01/09/2018;0;238,94;0
175;01/10/2018;1242,1;747,86;494,24
175;01/11/2018;0;0;494,24
175;01/12/2018;0;376,91;117,33
175;01/01/2019;895,72;182,68;830,37
175;01/02/2019;1920,26;1292,38;1458,25
175;01/03/2019;427,34;586,96;1298,63
175;01/04/2019;622,14;461,8;1458,97
175;01/05/2019;383,6;2363,98;-521,41
175;01/06/2019;658,16;813,64;-676,89
175;01/07/2019;413,83;0;-263,06
175;01/08/2019;684,05;420,99;0
175;01/09/2019;0;0;0
175;01/10/2019;0;0;0
175;01/11/2019;0;0;0
175;01/12/2019;1320,42;1016,55;303,87
175;01/01/2020;631,25;1662,83;-727,71
175;01/02/2020;1034,89;0;307,18
175;01/03/2020;633,68;0;940,86
175;01/04/2020;0;940,86;0
175;01/05/2020;0;0;0
175;01/06/2020;1863,18;1679,63;183,55
175;01/07/2020;405,82;0;589,37
175;01/08/2020;0;408,43;180,94
175;01/09/2020;0;125,48;55,46
175;01/10/2020;0;0;55,46
175;01/11/2020;0;0;55,46
175;01/12/2020;1078,62;996,58;137,5
175;01/01/2021;1782,08;539,63;1379,95
175;01/02/2021;1480,57;0;2860,52
175;01/03/2021;1347,59;579,08;3629,03
175;01/04/2021;0;844,63;2784,4
175;01/05/2021;0;83,2;2701,2
175;01/06/2021;0;510,8;2190,4
175;01/07/2021;0;625,64;1564,76
175;01/08/2021;1547,38;261,88;2850,26
175;01/09/2021;0;0;2850,26
175;01/10/2021;0;0;2850,26
175;01/11/2021;582,83;0;3433,09
175;01/12/2021;0;1009,51;2423,58
175;01/01/2022;1989,47;1453,5;2959,55
175;01/02/2022;0;831,05;2128,5
175;01/03/2022;0;1502,04;626,46
175;01/04/2022;1464,04;350,33;1740,17
175;01/05/2022;2205,72;1169,69;2776,2
175;01/06/2022;2213,43;387,59;4602,04
175;01/07/2022;369,27;0;4971,31
175;01/08/2022;0;0;4971,31
175;01/09/2022;0;358,98;4612,33
175;01/10/2022;0;0;4612,33
175;01/11/2022;0;0;4612,33
175;01/12/2022;0;0;4612,33
175;01/01/2023;1538,88;0;6151,21
175;01/02/2023;297,74;624,03;5824,92
175;01/03/2023;324,44;983,07;5166,29
175;01/04/2023;0;317,66;4848,63
175;01/05/2023;758,42;131,53;5475,52
175;01/06/2023;0;687,19;4788,33
175;01/07/2023;1856,26;812,81;5831,78
175;01/08/2023;173,83;0;6005,61
175;01/09/2023;0;0;6005,61
175;01/10/2023;983,55;1119,17;5869,99
175;01/11/2023;0;1364,88;4505,11
175;01/12/2023;0;1216,48;3288,63
175;01/01/2024;844,92;0;4133,55
175;01/02/2024;0;0;4133,55
175;01/03/2024;1797,93;252,38;5679,1
175;01/04/2024;0;277,5;5401,6
175;01/05/2024;0;1073,42;4328,18
175;01/06/2024;1740,53;398,22;5670,49
175;01/07/2024;0;169,95;5500,54
175;01/08/2024;0;1114,22;4386,32
175;01/09/2024;0;1022,07;3364,25
175;01/10/2024;897,04;0;4261,29
175;01/11/2024;527,82;0;4789,11
175;01/12/2024;0;1508,06;3281,05
175;01/01/2025;272,47;250,26;3303,26
175;01/02/2025;863,04;0;4166,3
175;01/03/2025;0;936,6;3229,7
175;01/04/2025;0;0;3229,7
175;01/05/2025;0;1276,06;1953,64
175;01/06/2025;1153,11;0;3106,75
175;01/07/2025;0;682,86;2423,89
175;01/08/2025;0;0;2423,89
175;01/09/2025;58,35;0;2482,24
175;01/10/2025;0;0;2482,24
175;01/11/2025;0;191,09;2291,15
175;01/12/2025;2763,02;194,94;4859,23
176;01/01/2014;0;0;0
176;01/02/2014;687,07;93,25;593,82
176;01/03/2014;0;593,82;0
176;01/04/2014;0;0;0
176;01/05/2014;1701,25;309,82;1391,43
176;01/06/2014;0;948,04;443,39
176;01/07/2014;208,66;523,66;128,39
176;01/08/2014;0;128,39;0
176;01/09/2014;0;0;0
176;01/10/2014;1388,43;1898,72;-510,29
176;01/11/2014;966,11;455,82;0
176;01/12/2014;0;0;0
176;01/01/2015;0;0;0
176;01/02/2015;0;0;0
176;01/03/2015;0;0;0
176;01/04/2015;0;0;0
176;01/05/2015;1298,95;0;1298,95
176;01/06/2015;0;893,2;405,75
176;01/07/2015;1509,6;1020,26;895,09
176;01/08/2015;1035,04;0;1930,13
176;01/09/2015;2042,07;94,28;3877,92
176;01/10/2015;0;140,83;3737,09
176;01/11/2015;1180,41;1014,07;3903,43
176;01/12/2015;1379,85;0;5283,28
176;01/01/2016;0;1646,1;3637,18
176;01/02/2016;1370,1;0;5007,28
176;01/03/2016;0;0;5007,28
176;01/04/2016;0;1155,26;3852,02
176;01/05/2016;1083,09;913,25;4021,86
176;01/06/2016;2210,15;1026,12;5205,89
176;01/07/2016;0;271,14;4934,75
176;01/08/2016;0;0;4934,75
176;01/09/2016;0;168,72;4766,03
176;01/10/2016;0;46,58;4719,45
176;01/11/2016;0;971,83;3747,62
176;01/12/2016;1699,59;0;5447,21
176;01/01/2017;0;0;5447,21
176;01/02/2017;800,03;1059,7;5187,54
176;01/03/2017;0;0;5187,54
176;01/04/2017;0;57,89;5129,65
176;01/05/2017;0;104,83;5024,82
176;01/06/2017;1593,99;21,28;6597,53
176;01/07/2017;2056,06;0;8653,59
176;01/08/2017;0;0;8653,59
176;01/09/2017;15,49;187,35;8481,73
176;01/10/2017;2177,33;671,1;9987,96
176;01/11/2017;0;1585,06;8402,9
176;01/12/2017;0;913,15;7489,75
176;01/01/2018;514,67;0;8004,42
176;01/02/2018;0;0;8004,42
176;01/03/2018;0;268,84;7735,58
176;01/04/2018;0;116,81;7618,77
176;01/05/2018;553,53;678,33;7493,97
176;01/06/2018;0;1518,05;5975,92
176;01/07/2018;0;0;5975,92
176;01/08/2018;0;0;5975,92
176;01/09/2018;1087,58;638,19;6425,31
176;01/10/2018;262,54;949,64;5738,21
176;01/11/2018;1392,16;0;7130,37
176;01/12/2018;763,06;362,22;7531,21
176;01/01/2019;0;0;7531,21
176;01/02/2019;561,86;277,84;7815,23
176;01/03/2019;0;368,97;7446,26
176;01/04/2019;1927,01;0;9373,27
176;01/05/2019;0;638,02;8735,25
176;01/06/2019;222,53;0;8957,78
176;01/07/2019;1242,47;1217,43;8982,82
176;01/08/2019;663,99;383,35;9263,46
176;01/09/2019;1860,64;0;11124,1
176;01/10/2019;1329,06;148,74;12304,42
176;01/11/2019;0;0;12304,42
176;01/12/2019;0;0;12304,42
176;01/01/2020;0;1146,05;11158,37
176;01/02/2020;1379,94;521,02;12017,29
176;01/03/2020;0;0;12017,29
176;01/04/2020;1095,07;224,63;12887,73
176;01/05/2020;884,89;1197,71;12574,91
176;01/06/2020;973,94;0;13548,85
176;01/07/2020;0;585,72;12963,13
176;01/08/2020;274,23;1577,2;11660,16
176;01/09/2020;0;257,68;11402,48
176;01/10/2020;0;1086,44;10316,04
176;01/11/2020;679,12;98,25;10896,91
176;01/12/2020;0;0;10896,91
176;01/01/2021;968,46;1234,27;10631,1
176;01/02/2021;949,53;926,19;10654,44
176;01/03/2021;0;0;10654,44
176;01/04/2021;128,08;393,06;10389,46
176;01/05/2021;0;0;10389,46
176;01/06/2021;0;0;10389,46
176;01/07/2021;1057,85;0;11447,31
176;01/08/2021;0;0;11447,31
176;01/09/2021;502,8;1325,11;10625
176;01/10/2021;0;1367,81;9257,19
176;01/11/2021;1011,95;934,62;9334,52
176;01/12/2021;2546,21;1498,81;10381,92
176;01/01/2022;0;0;10381,92
176;01/02/2022;166,25;1046,66;9501,51
176;01/03/2022;1468,12;176,86;10792,77
176;01/04/2022;1356,36;973,24;11175,89
176;01/05/2022;0;1397,59;9778,3
176;01/06/2022;15,52;1614,81;8179,01
176;01/07/2022;0;0;8179,01
176;01/08/2022;632,91;125,82;8686,1
176;01/09/2022;1308,28;1156,83;8837,55
176;01/10/2022;199,31;0;9036,86
176;01/11/2022;1722,21;1852,21;8906,86
176;01/12/2022;0;0;8906,86
176;01/01/2023;0;0;8906,86
176;01/02/2023;0;624,05;8282,81
176;01/03/2023;1126,43;106,7;9302,54
176;01/04/2023;1775,89;1131,57;9946,86
176;01/05/2023;1209,86;0;11156,72
176;01/06/2023;0;783,18;10373,54
176;01/07/2023;0;0;10373,54
176;01/08/2023;1257,77;1225,07;10406,24
176;01/09/2023;0;0;10406,24
176;01/10/2023;1357,34;0;11763,58
176;01/11/2023;36,38;0;11799,96
176;01/12/2023;0;709,65;11090,31
176;01/01/2024;908,4;0;11998,71
176;01/02/2024;0;263,69;11735,02
176;01/03/2024;0;2201,75;9533,27
176;01/04/2024;0;294,34;9238,93
176;01/05/2024;2530,21;0;11769,14
176;01/06/2024;0;472,57;11296,57
176;01/07/2024;516,2;406,61;11406,16
176;01/08/2024;0;0;11406,16
176;01/09/2024;731,75;0;12137,91
176;01/10/2024;0;813,39;11324,52
176;01/11/2024;0;0;11324,52
176;01/12/2024;0;398,19;10926,33
176;01/01/2025;693,3;1137,86;10481,77
176;01/02/2025;1932,37;777,08;11637,06
176;01/03/2025;0;478,09;11158,97
176;01/04/2025;759,18;1449,76;10468,39
176;01/05/2025;0;1313,73;9154,66
176;01/06/2025;0;714,71;8439,95
176;01/07/2025;0;0;8439,95
176;01/08/2025;888,6;1740,46;7588,09
176;01/09/2025;0;427,61;7160,48
176;01/10/2025;258,75;509,19;6910,04
176;01/11/2025;673,93;0;7583,97
176;01/12/2025;0;0;7583,97
177;01/01/2014;0;0;0
177;01/02/2014;1419,72;822,22;597,5
177;01/03/2014;0;480,71;116,79
177;01/04/2014;630,72;747,51;0
177;01/05/2014;627,98;520,46;107,52
177;01/06/2014;1809,45;1220,14;696,83
177;01/07/2014;0;0;696,83
177;01/08/2014;0;550,09;146,74
177;01/09/2014;58,97;1103,41;-897,7
177;01/10/2014;1546,64;494,75;154,19
177;01/11/2014;560,54;1327,04;-612,31
177;01/12/2014;0;0;-612,31
177;01/01/2015;509,62;0;-102,69
177;01/02/2015;0;0;-102,69
177;01/03/2015;0;0;-102,69
177;01/04/2015;0;0;-102,69
177;01/05/2015;697,04;594,35;0
177;01/06/2015;0;0;0
177;01/07/2015;0;0;0
177;01/08/2015;626,67;0;626,67
177;01/09/2015;0;0;626,67
177;01/10/2015;1803,52;0;2430,19
177;01/11/2015;1998,39;0;4428,58
177;01/12/2015;0;0;4428,58
177;01/01/2016;1578,45;0;6007,03
177;01/02/2016;0;84,82;5922,21
177;01/03/2016;0;857,59;5064,62
177;01/04/2016;716,64;1652,48;4128,78
177;01/05/2016;1261,46;0;5390,24
177;01/06/2016;0;1208,42;4181,82
177;01/07/2016;1797,74;503,31;5476,25
177;01/08/2016;0;1782,7;3693,55
177;01/09/2016;0;1099,55;2594
177;01/10/2016;0;0;2594
177;01/11/2016;0;1829,7;764,3
177;01/12/2016;0;0;764,3
177;01/01/2017;0;764,3;0
177;01/02/2017;0;2097,66;-2097,66
177;01/03/2017;1573,05;0;-524,61
177;01/04/2017;2403,01;0;1878,4
177;01/05/2017;1964,2;0;3842,6
177;01/06/2017;0;0;3842,6
177;01/07/2017;706,41;2597,71;1951,3
177;01/08/2017;0;0;1951,3
177;01/09/2017;0;2376,91;-425,61
177;01/10/2017;1133,67;2145,58;-1437,52
177;01/11/2017;0;560,96;-1998,48
177;01/12/2017;1439,91;884,27;-1442,84
177;01/01/2018;1205,29;1699,82;-1937,37
177;01/02/2018;1701,08;159,21;-395,5
177;01/03/2018;1762,89;695,37;672,02
177;01/04/2018;0;939;-266,98
177;01/05/2018;0;1080,4;-1347,38
177;01/06/2018;995,82;1271,32;-1622,88
177;01/07/2018;0;251,63;-1874,51
177;01/08/2018;509,5;803,34;-2168,35
177;01/09/2018;0;797,85;-2966,2
177;01/10/2018;781,91;352,15;-2536,44
177;01/11/2018;0;0;-2536,44
177;01/12/2018;0;983,21;-3519,65
177;01/01/2019;0;406,54;-3926,19
177;01/02/2019;781,99;787,12;-3931,32
177;01/03/2019;2049,78;1044,85;-2926,39
177;01/04/2019;2257,33;1421,95;-2091,01
177;01/05/2019;0;0;-2091,01
177;01/06/2019;0;0;-2091,01
177;01/07/2019;0;674,17;-2765,18
177;01/08/2019;0;0;-2765,18
177;01/09/2019;0;390,2;-3155,38
177;01/10/2019;1523,28;349,14;-1981,24
177;01/11/2019;1346,56;1140,07;-1774,75
177;01/12/2019;0;778,53;-2553,28
177;01/01/2020;0;0;-2553,28
177;01/02/2020;2265,69;0;-287,59
177;01/03/2020;902,95;919,21;-303,85
177;01/04/2020;0;0;-303,85
177;01/05/2020;1494,07;1241,25;-51,03
177;01/06/2020;0;0;-51,03
177;01/07/2020;22,99;380,79;-408,83
177;01/08/2020;0;650,43;-1059,26
177;01/09/2020;2366,48;1236,53;70,69
177;01/10/2020;528,33;412,65;186,37
177;01/11/2020;2133,28;1504,9;814,75
177;01/12/2020;466,46;659,24;621,97
177;01/01/2021;1555,09;1042,97;1134,09
177;01/02/2021;175,28;914,79;394,58
177;01/03/2021;795,04;0;1189,62
177;01/04/2021;723,85;1871,77;41,7
177;01/05/2021;1187,66;2011,73;-782,37
177;01/06/2021;663,17;722,06;-841,26
177;01/07/2021;776,79;548,95;-613,42
177;01/08/2021;599,33;570,35;-584,44
177;01/09/2021;0;0;-584,44
177;01/10/2021;1046,66;0;462,22
177;01/11/2021;224,5;187;499,72
177;01/12/2021;1070,6;568,41;1001,91
177;01/01/2022;1201,76;261,78;1941,89
177;01/02/2022;2544,68;906,29;3580,28
177;01/03/2022;0;733,2;2847,08
177;01/04/2022;641,03;0;3488,11
177;01/05/2022;242,85;2005,1;1725,86
177;01/06/2022;598,3;133,33;2190,83
177;01/07/2022;1317,45;417,09;3091,19
177;01/08/2022;761,89;0;3853,08
177;01/09/2022;128,44;447,77;3533,75
177;01/10/2022;2441,03;773,59;5201,19
177;01/11/2022;406,17;0;5607,36
177;01/12/2022;0;560,04;5047,32
177;01/01/2023;1143,5;1868,95;4321,87
177;01/02/2023;1117,48;916,79;4522,56
177;01/03/2023;0;0;4522,56
177;01/04/2023;0;0;4522,56
177;01/05/2023;0;744,29;3778,27
177;01/06/2023;114,49;1551,64;2341,12
177;01/07/2023;0;0;2341,12
177;01/08/2023;228,9;1028,4;1541,62
177;01/09/2023;0;0;1541,62
177;01/10/2023;0;94,26;1447,36
177;01/11/2023;1213,3;0;2660,66
177;01/12/2023;0;2106,96;553,7
177;01/01/2024;1326,66;31,58;1848,78
177;01/02/2024;0;1777,49;71,29
177;01/03/2024;40,74;293,02;-180,99
177;01/04/2024;384,31;0;203,32
177;01/05/2024;0;0;203,32
177;01/06/2024;0;1020,41;-817,09
177;01/07/2024;0;581,83;-1398,92
177;01/08/2024;0;0;-1398,92
177;01/09/2024;0;0;-1398,92
177;01/10/2024;712,81;0;-686,11
177;01/11/2024;653,47;137,55;-170,19
177;01/12/2024;1961,78;1387,5;404,09
177;01/01/2025;0;572,32;-168,23
177;01/02/2025;340;0;171,77
177;01/03/2025;1883,54;0;2055,31
177;01/04/2025;445,85;333,01;2168,15
177;01/05/2025;1944,05;1145,49;2966,71
177;01/06/2025;0;0;2966,71
177;01/07/2025;0;0;2966,71
177;01/08/2025;1097,79;0;4064,5
177;01/09/2025;2224,01;1235,73;5052,78
177;01/10/2025;0;1384,26;3668,52
177;01/11/2025;0;0;3668,52
177;01/12/2025;0;548,07;3120,45
178;01/01/2014;0;0;0
178;01/02/2014;0;0;0
178;01/03/2014;0;0;0
178;01/04/2014;817,05;0;817,05
178;01/05/2014;0;165,61;651,44
178;01/06/2014;1859,77;0;2511,21
178;01/07/2014;0;0;2511,21
178;01/08/2014;282,59;0;2793,8
178;01/09/2014;2035,17;798,68;4030,29
178;01/10/2014;280,5;0;4310,79
178;01/11/2014;544,1;0;4854,89
178;01/12/2014;0;1900,59;2954,3
178;01/01/2015;0;1203,12;1751,18
178;01/02/2015;0;1566,36;184,82
178;01/03/2015;0;0;184,82
178;01/04/2015;1131,3;1330,44;-14,32
178;01/05/2015;468,81;438,24;16,25
178;01/06/2015;0;0;16,25
178;01/07/2015;1141,89;0;1158,14
178;01/08/2015;1260,47;910,89;1507,72
178;01/09/2015;0;418,86;1088,86
178;01/10/2015;1521,61;0;2610,47
178;01/11/2015;795,06;190,27;3215,26
178;01/12/2015;0;1084,63;2130,63
178;01/01/2016;0;620,91;1509,72
178;01/02/2016;769,95;1705,26;574,41
178;01/03/2016;0;360,94;213,47
178;01/04/2016;0;189,78;23,69
178;01/05/2016;0;0;23,69
178;01/06/2016;1066,22;0;1089,91
178;01/07/2016;0;0;1089,91
178;01/08/2016;670,48;0;1760,39
178;01/09/2016;0;1060,96;699,43
178;01/10/2016;0;0;699,43
178;01/11/2016;235,16;0;934,59
178;01/12/2016;1086,28;942,93;1077,94
178;01/01/2017;0;0;1077,94
178;01/02/2017;1376,29;1163,45;1290,78
178;01/03/2017;0;372,71;918,07
178;01/04/2017;0;218,64;699,43
178;01/05/2017;2313,45;0;3012,88
178;01/06/2017;619,87;0;3632,75
178;01/07/2017;0;0;3632,75
178;01/08/2017;1553,39;1869,48;3316,66
178;01/09/2017;2028,09;65,96;5278,79
178;01/10/2017;0;548,26;4730,53
178;01/11/2017;1752,29;1827,67;4655,15
178;01/12/2017;0;2480,33;2174,82
178;01/01/2018;856,35;0;3031,17
178;01/02/2018;0;1022,21;2008,96
178;01/03/2018;0;896,33;1112,63
178;01/04/2018;0;413,2;699,43
178;01/05/2018;1319,48;0;2018,91
178;01/06/2018;0;818,72;1200,19
178;01/07/2018;0;500,76;699,43
178;01/08/2018;0;0;699,43
178;01/09/2018;2144,88;512,23;2332,08
178;01/10/2018;561,97;1379,86;1514,19
178;01/11/2018;2072,1;0;3586,29
178;01/12/2018;1513,25;885,35;4214,19
178;01/01/2019;0;1592,01;2622,18
178;01/02/2019;204,16;0;2826,34
178;01/03/2019;933,31;1004,03;2755,62
178;01/04/2019;0;968,17;1787,45
178;01/05/2019;1050,83;0;2838,28
178;01/06/2019;0;397,08;2441,2
178;01/07/2019;59,19;0;2500,39
178;01/08/2019;0;0;2500,39
178;01/09/2019;1113,37;363,52;3250,24
178;01/10/2019;97,59;924,72;2423,11
178;01/11/2019;0;1301,58;1121,53
178;01/12/2019;0;299,63;821,9
178;01/01/2020;0;122,47;699,43
178;01/02/2020;1648,69;0;2348,12
178;01/03/2020;2498,37;0;4846,49
178;01/04/2020;0;2205,52;2640,97
178;01/05/2020;0;0;2640,97
178;01/06/2020;0;0;2640,97
178;01/07/2020;0;575,63;2065,34
178;01/08/2020;0;1115,7;949,64
178;01/09/2020;0;250,21;699,43
178;01/10/2020;0;0;699,43
178;01/11/2020;0;0;699,43
178;01/12/2020;615,35;263,91;1050,87
178;01/01/2021;0;253,11;797,76
178;01/02/2021;0;98,33;699,43
178;01/03/2021;0;0;699,43
178;01/04/2021;715,67;430,05;985,05
178;01/05/2021;0;0;985,05
178;01/06/2021;0;285,62;699,43
178;01/07/2021;0;0;699,43
178;01/08/2021;1992,89;0;2692,32
178;01/09/2021;0;786,1;1906,22
178;01/10/2021;1261,23;0;3167,45
178;01/11/2021;1221,47;1843,31;2545,61
178;01/12/2021;0;561,92;1983,69
178;01/01/2022;0;50,61;1933,08
178;01/02/2022;595,68;1061,99;1466,77
178;01/03/2022;2094,85;40,72;3520,9
178;01/04/2022;0;0;3520,9
178;01/05/2022;278,91;386,58;3413,23
178;01/06/2022;0;1599,64;1813,59
178;01/07/2022;0;887,61;925,98
178;01/08/2022;0;226,55;699,43
178;01/09/2022;1205,51;35,13;1869,81
178;01/10/2022;1245,42;929,22;2186,01
178;01/11/2022;0;73,64;2112,37
178;01/12/2022;0;410,16;1702,21
178;01/01/2023;0;34,27;1667,94
178;01/02/2023;0;0;1667,94
178;01/03/2023;1107,04;0;2774,98
178;01/04/2023;2811,3;823,79;4762,49
178;01/05/2023;1073,12;779,97;5055,64
178;01/06/2023;0;1820,55;3235,09
178;01/07/2023;0;0;3235,09
178;01/08/2023;1940,04;117,9;5057,23
178;01/09/2023;0;969,44;4087,79
178;01/10/2023;90,67;1888,21;2290,25
178;01/11/2023;0;0;2290,25
178;01/12/2023;1319,28;457,58;3151,95
178;01/01/2024;0;143,76;3008,19
178;01/02/2024;0;2308,76;699,43
178;01/03/2024;40,21;52,05;687,59
178;01/04/2024;0;0;687,59
178;01/05/2024;0;0;687,59
178;01/06/2024;0;0;687,59
178;01/07/2024;0;0;687,59
178;01/08/2024;0;0;687,59
178;01/09/2024;0;0;687,59
178;01/10/2024;128,82;116,98;699,43
178;01/11/2024;0;0;699,43
178;01/12/2024;620,58;0;1320,01
178;01/01/2025;0;620,58;699,43
